
v_akpub_adm_group: ['nId', 'wstrName', 'nParentId', 'nVServer']
(0, '受管理设备', 2, None)
(1, '未分配的设备', None, None)
(4, 'WORKGROUP', 1, None)
(5, 'CCYY', 1, None)
(6, 'MSHOME', 1, None)
(7, '网络反攻击阻断组', 0, None)
(8, '住院部203网段', 0, None)
(9, '住院部202网段', 0, None)
(10, '住院部201网段', 0, None)
(11, '后勤204网段', 0, None)
(12, '检验科', 0, None)
(13, '物理服务器', 0, None)
(14, '206网段', 0, None)
(15, 'ts', 0, None)

v_akpub_host: ['nId', 'strName', 'wstrDisplayName', 'bIsSlaveServer', 'bHasUpadateAgent', 'wstrDnsName', 'wstrDnsDomain', 'wstrWinName', 'wstrWinDomain', 'tmLastVisible', 'tmLastInfoUpdate', 'tmLastUpdate', 'tmLastNagentConnected', 'tmLastFullScan', 'nGroup', 'nStatus', 'nVersionMajor', 'nVersionMinor', 'nComputerType', 'nPlatformType', 'nIp', 'nConnectionIp', 'bKeepConnection', 'nVirusCount', 'nUncured', 'nLastRtpState', 'nLastRtpErrorCode', 'wstrComment', 'nVServer', 'nSpMajor', 'nSpMinor', 'nProcType', 'binUserOwner', 'bCustomUserOwner', 'qwNagentBuild', 'bWuaSwitched', 'tmSystemLastStarted', 'bRebootRequired', 'nRebootRequestReason', 'tmRebootRequestTime', 'nEncryptionStatus', 'tmLastUaSearch', 'nVisibilityTimeout', 'bVmVdi', 'nVmType', 'nPkgMgrType']
(1, 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'PC1', False, False, 'pc1', '', 'PC1', 'WORKGROUP', datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 4, 50, 10), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 20, 11, 0, 54), 0, 29, 6, 1, 69639, 2, 2130706433, 2130706433, True, 1, 0, 4, -1, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 26, 6, 18, 23), False, 0, None, None, datetime.datetime(2019, 12, 26, 0, 0), 1440, False, 3, 0)
(2, '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', True, False, '192.0.0.44', '', '192.0.0.44', '', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 3, 0, None, None, None, None, None, 0, False, 0, 0, 0, 0, None, 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(120344, 1, '快速病毒扫描', 0, '受管理设备', 'd73f5f3c-8d4b-4260-b1b5-8de9026db3a1', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 2), datetime.datetime(2019, 12, 24, 9, 11, 3, 193000), 32, None, None, None, None, None, None, None, None, None, 192, 0)
(120345, 1, '快速病毒扫描', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 3), datetime.datetime(2019, 12, 24, 9, 11, 4, 223000), 32, None, None, None, None, None, None, None, None, None, 3, 0)
(120346, 1, '快速病毒扫描', 0, '受管理设备', 'b5f5ae86-e9a3-4421-8caf-9464cda97560', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 3), datetime.datetime(2019, 12, 24, 9, 11, 4, 223000), 32, None, None, None, None, None, None, None, None, None, 197, 0)
(120347, 1, '快速病毒扫描', 0, '受管理设备', 'a9d0f875-48f0-47f3-8fcd-9a9bce17b59f', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 3), datetime.datetime(2019, 12, 24, 9, 11, 4, 223000), 32, None, None, None, None, None, None, None, None, None, 195, 0)
(120348, 1, '快速病毒扫描', 0, '受管理设备', '8e98bd0c-25ee-44fb-a46c-f22d1adee2c2', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 3), datetime.datetime(2019, 12, 24, 9, 11, 4, 223000), 32, None, None, None, None, None, None, None, None, None, 198, 0)
(120349, 1, '快速病毒扫描', 0, '受管理设备', '7ae0ef24-3725-42f3-b470-ba06c56ae8fc', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 3), datetime.datetime(2019, 12, 24, 9, 11, 4, 240000), 32, None, None, None, None, None, None, None, None, None, 196, 0)
(120350, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_OBJECTMODIFY', 'KLAUD_EV_OBJECTMODIFY', '组任务"受管理设备/快速病毒扫描"已经被用户修改"KASPERSKY\\Administrator"', datetime.datetime(2019, 12, 24, 9, 11, 1), datetime.datetime(2019, 12, 24, 9, 11, 6, 313000), None, '受管理设备/快速病毒扫描', 'Kaspersky Endpoint Security 10 for Windows', 'KASPERSKY\\Administrator', '10.3.0.0', 'KES', None, None, '101/2/1', None, 1, 0)
(120351, 1, '快速病毒扫描', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(120352, 1, '快速病毒扫描', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 3, 0)
(120353, 1, '快速病毒扫描', 0, '受管理设备', 'd73f5f3c-8d4b-4260-b1b5-8de9026db3a1', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 192, 0)
(120354, 1, '快速病毒扫描', 0, '受管理设备', 'a157d566-0b32-43c0-a756-d2f7e92dc52c', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 193, 0)
(120355, 1, '快速病毒扫描', 0, '受管理设备', 'a9d0f875-48f0-47f3-8fcd-9a9bce17b59f', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 195, 0)
(120356, 1, '快速病毒扫描', 0, '受管理设备', '7ae0ef24-3725-42f3-b470-ba06c56ae8fc', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 196, 0)
(120357, 1, '快速病毒扫描', 0, '受管理设备', 'b5f5ae86-e9a3-4421-8caf-9464cda97560', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 197, 0)
(120358, 1, '快速病毒扫描', 0, '受管理设备', '8e98bd0c-25ee-44fb-a46c-f22d1adee2c2', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 198, 0)
(120359, 1, '快速病毒扫描', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 202, 0)
(120360, 1, '快速病毒扫描', 0, '受管理设备', '914eedb3-c765-49f6-81ca-a63a3698bfca', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), datetime.datetime(2019, 12, 24, 9, 11, 1, 80000), 1, None, None, None, None, None, None, None, None, None, 204, 0)
(120361, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_OBJECTMODIFY', 'KLAUD_EV_OBJECTMODIFY', '组任务"受管理设备/快速病毒扫描xp"已经被用户修改"KASPERSKY\\Administrator"', datetime.datetime(2019, 12, 24, 9, 11, 11), datetime.datetime(2019, 12, 24, 9, 11, 16, 597000), None, '受管理设备/快速病毒扫描xp', 'Kaspersky Endpoint Security 10 for Windows', 'KASPERSKY\\Administrator', '10.2.4.0', 'KES', None, None, '133/2/2', None, 1, 0)
(120362, 1, '全盘病毒扫描', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21), datetime.datetime(2019, 12, 24, 9, 11, 22, 757000), 32, None, None, None, None, None, None, None, None, None, 1, 0)
(120363, 1, '全盘病毒扫描', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21), datetime.datetime(2019, 12, 24, 9, 11, 22, 773000), 32, None, None, None, None, None, None, None, None, None, 3, 0)
(120364, 1, '全盘病毒扫描', 0, '受管理设备', 'd73f5f3c-8d4b-4260-b1b5-8de9026db3a1', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21), datetime.datetime(2019, 12, 24, 9, 11, 22, 773000), 32, None, None, None, None, None, None, None, None, None, 192, 0)
(120365, 1, '全盘病毒扫描', 0, '受管理设备', 'a9d0f875-48f0-47f3-8fcd-9a9bce17b59f', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 22), datetime.datetime(2019, 12, 24, 9, 11, 22, 773000), 32, None, None, None, None, None, None, None, None, None, 195, 0)
(120366, 1, '全盘病毒扫描', 0, '受管理设备', '7ae0ef24-3725-42f3-b470-ba06c56ae8fc', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 22), datetime.datetime(2019, 12, 24, 9, 11, 22, 773000), 32, None, None, None, None, None, None, None, None, None, 196, 0)
(120367, 1, '全盘病毒扫描', 0, '受管理设备', 'b5f5ae86-e9a3-4421-8caf-9464cda97560', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 22), datetime.datetime(2019, 12, 24, 9, 11, 23, 803000), 32, None, None, None, None, None, None, None, None, None, 197, 0)
(120368, 1, '全盘病毒扫描', 0, '受管理设备', '8e98bd0c-25ee-44fb-a46c-f22d1adee2c2', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 22), datetime.datetime(2019, 12, 24, 9, 11, 23, 833000), 32, None, None, None, None, None, None, None, None, None, 198, 0)
(120369, 1, '全盘病毒扫描', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 23), datetime.datetime(2019, 12, 24, 9, 11, 23, 863000), 32, None, None, None, None, None, None, None, None, None, 202, 0)
(120370, 1, '全盘病毒扫描', 0, '受管理设备', 'a157d566-0b32-43c0-a756-d2f7e92dc52c', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 23), datetime.datetime(2019, 12, 24, 9, 11, 23, 897000), 32, None, None, None, None, None, None, None, None, None, 193, 0)
(120371, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_OBJECTMODIFY', 'KLAUD_EV_OBJECTMODIFY', '组任务"受管理设备/全盘病毒扫描"已经被用户修改"KASPERSKY\\Administrator"', datetime.datetime(2019, 12, 24, 9, 11, 21), datetime.datetime(2019, 12, 24, 9, 11, 26, 890000), None, '受管理设备/全盘病毒扫描', 'Kaspersky Endpoint Security 10 for Windows', 'KASPERSKY\\Administrator', '10.3.0.0', 'KES', None, None, '125/2/2', None, 1, 0)
(120372, 1, '全盘病毒扫描', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(120373, 1, '全盘病毒扫描', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 3, 0)
(120374, 1, '全盘病毒扫描', 0, '受管理设备', 'd73f5f3c-8d4b-4260-b1b5-8de9026db3a1', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 192, 0)
(120375, 1, '全盘病毒扫描', 0, '受管理设备', 'a157d566-0b32-43c0-a756-d2f7e92dc52c', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 193, 0)
(120376, 1, '全盘病毒扫描', 0, '受管理设备', 'a9d0f875-48f0-47f3-8fcd-9a9bce17b59f', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 195, 0)
(120377, 1, '全盘病毒扫描', 0, '受管理设备', '7ae0ef24-3725-42f3-b470-ba06c56ae8fc', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 196, 0)
(120378, 1, '全盘病毒扫描', 0, '受管理设备', 'b5f5ae86-e9a3-4421-8caf-9464cda97560', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 197, 0)
(120379, 1, '全盘病毒扫描', 0, '受管理设备', '8e98bd0c-25ee-44fb-a46c-f22d1adee2c2', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 198, 0)
(120380, 1, '全盘病毒扫描', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 202, 0)
(120381, 1, '全盘病毒扫描', 0, '受管理设备', '914eedb3-c765-49f6-81ca-a63a3698bfca', 'KES', '10.3.0.0', '10.3.0.6294', 'KLEVP_GroupTaskSyncState', 'KLEVP_GroupTaskSyncState', None, datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), datetime.datetime(2019, 12, 24, 9, 11, 21, 450000), 1, None, None, None, None, None, None, None, None, None, 204, 0)
(120382, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_OBJECTMODIFY', 'KLAUD_EV_OBJECTMODIFY', '组任务"受管理设备/全盘病毒扫描xp"已经被用户修改"KASPERSKY\\Administrator"', datetime.datetime(2019, 12, 24, 9, 11, 30), datetime.datetime(2019, 12, 24, 9, 11, 30, 993000), None, '受管理设备/全盘病毒扫描xp', 'Kaspersky Endpoint Security 10 for Windows', 'KASPERSKY\\Administrator', '10.2.4.0', 'KES', None, None, '132/2/2', None, 1, 0)
(120383, 2, '系统监控', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     系统监控\r\n结果\\描述:     任务已停止\r\n对象:     系统监控\r\n对象\\类型:     子系统\r\n对象\\名称:     系统监控\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 370000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120384, 2, '网页控制', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     网页控制\r\n结果\\描述:     任务已停止\r\n对象:     网页控制\r\n对象\\类型:     子系统\r\n对象\\名称:     网页控制\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 417000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120385, 2, '反网络攻击', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     反网络攻击\r\n结果\\描述:     任务已停止\r\n对象:     反网络攻击\r\n对象\\类型:     子系统\r\n对象\\名称:     反网络攻击\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 447000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120386, 2, '设备控制', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     设备控制\r\n结果\\描述:     任务已停止\r\n对象:     设备控制\r\n对象\\类型:     子系统\r\n对象\\名称:     设备控制\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 497000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120387, 2, '文件反病毒', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     文件反病毒\r\n结果\\描述:     任务已停止\r\n对象:     文件反病毒\r\n对象\\类型:     子系统\r\n对象\\名称:     文件反病毒\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 543000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120388, 2, '应用程序权限控制', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000de', '000000de', '事件类型:     任务已停止\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     NT AUTHORITY\\SYSTEM (发起者)\r\n组件:     应用程序权限控制\r\n结果\\描述:     任务已停止\r\n对象:     应用程序权限控制\r\n对象\\类型:     子系统\r\n对象\\名称:     应用程序权限控制\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 557000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120389, 2, '保护', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000d6', '000000d6', '事件类型:     保护组件被关闭\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     PC-201902261012\\Administrator (活动用户)\r\n组件:     保护\r\n结果\\描述:     保护组件未运行\r\n', datetime.datetime(2019, 12, 24, 9, 7, 4), datetime.datetime(2019, 12, 24, 9, 13, 56, 557000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120390, 2, '保护', 0, '受管理设备', '291e281c-d561-4ddb-bfee-2eb1bb5a8c82', 'KES', '10.3.0.0', '10.3.3.275', '000000d6', '000000d6', '事件类型:     保护组件被关闭\r\n应用程序\\名称:     Kaspersky Endpoint Security 10 for Windows\r\n应用程序\\路径:     C:\\Program Files (x86)\\Kaspersky Lab\\Kaspersky Endpoint Security 10 for Windows SP2\\\r\n用户:     PC-201902261012\\Administrator (活动用户)\r\n组件:     保护\r\n结果\\描述:     部分保护组件被禁用\r\n', datetime.datetime(2019, 12, 24, 9, 13, 1), datetime.datetime(2019, 12, 24, 9, 13, 56, 557000), None, None, None, None, None, None, None, None, None, None, 202, 0)
(120391, 2, '文件反病毒', 0, '受管理设备', '8e98bd0c-25ee-44fb-a46c-f22d1adee2c2', 'KES', '10.3.0.0', '10.3.3.275', '0000012f', '0000012f', '事件类型:     检测到可能被犯罪分子利用以破坏您的计算机或个人数据的合法软件\r\n应用程序\\名称:     Radmin component\r\n应用程序\\路径:     C:\\Windows\\SysWOW64\\rserver30\\\r\n应用程序\\进程 ID:     6240\r\n用户:     ZKK55\\Administrator (活动用户)\r\n组件:     文件反病毒\r\n结果\\描述:     检测到威胁\r\n结果\\类型:     可能会被犯罪分子利用以破坏您的计算机或个人数据的合法软件\r\n结果\\名称:     not-a-virus:RemoteAdmin.Win32.RAdmin.wk\r\n结果\\威胁级别:     低\r\n结果\\精确度:     确切\r\n对象:     C:\\Windows\\SysWOW64\\rserver30\\wsock32.dll\r\n对象\\类型:     文件\r\n对象\\路径:     C:\\Windows\\SysWOW64\\rserver30\\\r\n对象\\名称:     wsock32.dll\r\n原因:     本地数据库\r\n数据库发布日期:     2019/12/24 14:42:00\r\n', datetime.datetime(2019, 12, 24, 9, 13, 33), datetime.datetime(2019, 12, 24, 9, 14, 21, 127000), None, None, None, None, None, None, None, None, None, None, 198, 0)
(120392, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_ADMGROUP_CHANGED', 'KLAUD_EV_ADMGROUP_CHANGED', '设备"ZNBD018"已经被用户"KASPERSKY\\Administrator"从管理组"WORKGROUP"中删除', datetime.datetime(2019, 12, 24, 9, 17, 11), datetime.datetime(2019, 12, 24, 9, 17, 13, 367000), None, 'WORKGROUP', 'ZNBD018', 'KASPERSKY\\Administrator', None, 'ZNBD018', None, None, None, None, 1, 0)
(120393, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLAUD_EV_ADMGROUP_CHANGED', 'KLAUD_EV_ADMGROUP_CHANGED', '设备"ZNBD018"已经被用户"KASPERSKY\\Administrator"添加到管理组"受管理设备"', datetime.datetime(2019, 12, 24, 9, 17, 11), datetime.datetime(2019, 12, 24, 9, 17, 13, 367000), None, '受管理设备', 'ZNBD018', 'KASPERSKY\\Administrator', None, 'ZNBD018', None, None, None, None, 1, 0)
